question,worker,answer
clueweb09-enwp00-06-10017,w552,0
clueweb09-enwp00-06-10017,w560,1
clueweb09-enwp02-03-17879,w688,0
clueweb09-enwp02-03-17879,w497,0
clueweb09-en0005-28-20976,w102,0
clueweb09-en0005-28-20976,w113,1
clueweb09-en0003-03-34761,w126,1
clueweb09-en0003-03-34761,w113,1
clueweb09-enwp01-46-02509,w6,1
clueweb09-enwp01-46-02509,w3,1
clueweb09-en0009-14-23013,w394,1
clueweb09-en0009-14-23013,w403,0
clueweb09-enwp02-23-08653,w238,0
clueweb09-enwp02-23-08653,w140,1
clueweb09-en0009-38-16806,w108,1
clueweb09-en0009-38-16806,w102,0
clueweb09-en0003-80-14002,w680,1
clueweb09-en0003-80-14002,w675,0
clueweb09-en0010-74-05422,w209,1
clueweb09-en0010-74-05422,w103,1
clueweb09-en0005-97-14711,w6,0
clueweb09-en0005-97-14711,w3,1
clueweb09-en0002-31-18483,w690,0
clueweb09-en0002-31-18483,w685,1
clueweb09-enwp00-33-08811,w337,1
clueweb09-enwp00-33-08811,w675,0
clueweb09-en0001-09-27467,w1,0
clueweb09-en0001-09-27467,w3,1
clueweb09-en0002-29-03539,w102,0
clueweb09-en0002-29-03539,w126,1
clueweb09-en0011-61-10900,w394,0
clueweb09-en0011-61-10900,w497,1
clueweb09-en0007-05-14102,w394,0
clueweb09-en0007-05-14102,w293,0
clueweb09-en0004-91-00626,w105,1
clueweb09-en0004-91-00626,w102,0
clueweb09-en0002-14-22323,w108,1
clueweb09-en0002-14-22323,w101,1
clueweb09-en0002-97-15574,w197,1
clueweb09-en0002-97-15574,w124,1
clueweb09-en0004-45-01976,w108,1
clueweb09-en0004-45-01976,w320,1
clueweb09-en0010-61-16725,w343,0
clueweb09-en0010-61-16725,w475,1
clueweb09-en0011-25-25471,w179,1
clueweb09-en0011-25-25471,w518,0
clueweb09-en0007-15-40215,w118,1
clueweb09-en0007-15-40215,w113,0
clueweb09-en0006-66-24271,w588,1
clueweb09-en0000-78-02021,w488,0
clueweb09-en0000-78-02021,w108,1
clueweb09-enwp01-16-17785,w101,1
clueweb09-enwp01-16-17785,w108,1
clueweb09-enwp00-54-11542,w105,1
clueweb09-enwp00-54-11542,w152,1
clueweb09-en0009-93-04656,w121,0
clueweb09-en0009-93-04656,w108,1
clueweb09-en0008-96-03004,w280,1
clueweb09-en0008-96-03004,w103,1
clueweb09-enwp00-54-11544,w300,0
clueweb09-enwp00-54-11544,w299,1
clueweb09-en0001-69-02310,w394,0
clueweb09-en0001-69-02310,w475,1
clueweb09-en0007-04-39769,w108,1
clueweb09-en0007-04-39769,w421,1
clueweb09-en0000-13-06741,w127,1
clueweb09-en0000-13-06741,w102,0
clueweb09-en0010-84-10531,w156,1
clueweb09-en0010-84-10531,w115,1
clueweb09-en0009-07-06281,w688,0
clueweb09-en0009-07-06281,w682,1
clueweb09-en0001-85-21972,w108,1
clueweb09-en0001-85-21972,w394,1
clueweb09-en0000-19-04765,w682,1
clueweb09-en0000-19-04765,w675,0
clueweb09-en0000-00-19371,w544,0
clueweb09-en0000-00-19371,w124,1
clueweb09-en0003-75-25151,w108,1
clueweb09-en0003-75-25151,w394,1
clueweb09-enwp01-19-20724,w102,0
clueweb09-enwp01-19-20724,w121,1
clueweb09-enwp02-06-22030,w115,1
clueweb09-en0007-66-15664,w326,0
clueweb09-en0007-66-15664,w121,0
clueweb09-en0000-37-11915,w611,1
clueweb09-en0000-37-11915,w592,1
clueweb09-en0005-23-18500,w126,1
clueweb09-en0005-23-18500,w102,0
clueweb09-en0008-36-00361,w185,0
clueweb09-en0008-36-00361,w339,1
clueweb09-en0002-22-06855,w1,1
clueweb09-en0002-22-06855,w108,1
clueweb09-en0004-78-20617,w475,0
clueweb09-en0004-78-20617,w192,0
clueweb09-enwp00-45-22027,w6,0
clueweb09-enwp00-45-22027,w34,1
clueweb09-en0008-36-00369,w267,0
clueweb09-en0008-36-00369,w208,1
clueweb09-enwp01-32-04751,w393,0
clueweb09-enwp01-32-04751,w108,1
clueweb09-enwp01-20-02409,w101,1
clueweb09-enwp01-20-02409,w280,1
clueweb09-en0003-05-23365,w294,0
clueweb09-en0003-05-23365,w108,1
clueweb09-en0002-22-06858,w403,1
clueweb09-en0002-22-06858,w108,1
clueweb09-en0007-90-29024,w3,1
clueweb09-en0007-90-29024,w6,1
clueweb09-en0010-63-19543,w280,0
clueweb09-en0010-63-19543,w108,1
clueweb09-en0009-50-11414,w209,1
clueweb09-en0009-50-11414,w108,1
clueweb09-en0004-86-11356,w358,1
clueweb09-en0004-86-11356,w394,0
clueweb09-en0004-39-10221,w427,1
clueweb09-en0004-39-10221,w128,1
clueweb09-enwp01-38-09676,w504,1
clueweb09-enwp01-38-09676,w101,1
clueweb09-en0001-13-26092,w108,1
clueweb09-en0001-13-26092,w339,1
clueweb09-en0010-89-22660,w34,1
clueweb09-en0010-89-22660,w4,1
clueweb09-en0001-76-10150,w674,1
clueweb09-en0001-76-10150,w675,0
clueweb09-en0010-84-10442,w679,1
clueweb09-en0010-84-10442,w28,1
clueweb09-en0006-52-38053,w108,1
clueweb09-en0006-52-38053,w325,1
clueweb09-en0001-72-10642,w115,0
clueweb09-en0001-72-10642,w106,0
clueweb09-enwp02-29-09614,w682,0
clueweb09-enwp02-29-09614,w672,1
clueweb09-en0000-49-24066,w121,0
clueweb09-en0000-49-24066,w108,1
clueweb09-en0000-14-08102,w685,1
clueweb09-en0000-14-08102,w117,1
clueweb09-en0000-22-24372,w108,1
clueweb09-en0000-22-24372,w519,1
clueweb09-en0008-48-19625,w133,1
clueweb09-en0008-48-19625,w152,1
clueweb09-en0008-96-04026,w544,1
clueweb09-en0008-96-04026,w101,1
clueweb09-enwp00-07-00010,w103,1
clueweb09-enwp00-07-00010,w109,1
clueweb09-enwp01-37-11347,w236,1
clueweb09-enwp01-37-11347,w346,1
clueweb09-enwp02-23-15904,w106,1
clueweb09-enwp02-23-15904,w102,0
clueweb09-en0001-19-02276,w642,0
clueweb09-en0001-19-02276,w596,0
clueweb09-en0000-48-08908,w115,1
clueweb09-en0000-48-08908,w108,1
clueweb09-enwp01-11-01822,w197,1
clueweb09-enwp01-11-01822,w108,1
clueweb09-en0001-23-17077,w685,1
clueweb09-en0001-23-17077,w675,0
clueweb09-en0006-39-33222,w236,1
clueweb09-en0006-39-33222,w280,1
clueweb09-en0001-23-17072,w153,0
clueweb09-en0001-23-17072,w495,1
clueweb09-en0003-75-20388,w153,0
clueweb09-en0003-75-20388,w683,0
clueweb09-en0004-90-07845,w280,0
clueweb09-en0004-90-07845,w121,0
clueweb09-en0010-15-25792,w275,0
clueweb09-en0010-15-25792,w294,1
clueweb09-enwp02-08-00431,w102,0
clueweb09-enwp02-08-00431,w106,1
clueweb09-en0005-96-09204,w322,0
clueweb09-en0005-96-09204,w124,0
clueweb09-en0010-65-07807,w684,0
clueweb09-en0010-65-07807,w674,1
clueweb09-en0003-89-12136,w244,1
clueweb09-en0003-89-12136,w210,1
clueweb09-en0008-61-36689,w101,1
clueweb09-en0008-61-36689,w117,1
clueweb09-en0001-16-03825,w675,0
clueweb09-en0001-16-03825,w681,0
clueweb09-en0011-08-08517,w296,1
clueweb09-en0011-08-08517,w394,1
clueweb09-enwp02-29-04071,w729,0
clueweb09-enwp02-29-04071,w121,0
clueweb09-en0005-98-00522,w275,1
clueweb09-en0005-98-00522,w272,1
clueweb09-en0009-93-07680,w275,0
clueweb09-en0009-93-07680,w343,0
clueweb09-en0009-11-14867,w527,1
clueweb09-en0009-11-14867,w121,0
clueweb09-en0007-70-27728,w197,1
clueweb09-en0007-70-27728,w121,0
clueweb09-en0005-88-21679,w3,1
clueweb09-en0005-88-21679,w28,1
clueweb09-en0009-56-02111,w124,1
clueweb09-en0009-56-02111,w121,0
clueweb09-en0011-55-36683,w102,0
clueweb09-en0011-55-36683,w113,1
clueweb09-enwp03-31-19782,w712,0
clueweb09-enwp03-31-19782,w153,1
clueweb09-en0007-71-00093,w1,1
clueweb09-en0007-71-00093,w23,1
clueweb09-en0002-27-15238,w394,1
clueweb09-en0002-27-15238,w238,1
clueweb09-en0005-44-05408,w108,1
clueweb09-en0005-44-05408,w102,0
clueweb09-en0004-45-32321,w294,1
clueweb09-en0004-45-32321,w32,0
clueweb09-en0004-45-32322,w102,0
clueweb09-en0004-45-32322,w322,0
clueweb09-en0008-89-00155,w589,0
clueweb09-en0008-89-00155,w690,0
clueweb09-en0011-65-35826,w484,0
clueweb09-en0011-65-35826,w504,1
clueweb09-en0004-43-18182,w121,0
clueweb09-en0004-43-18182,w722,1
clueweb09-enwp03-28-11065,w504,1
clueweb09-enwp03-28-11065,w625,1
clueweb09-en0006-73-27797,w685,1
clueweb09-en0006-73-27797,w680,1
clueweb09-en0002-28-14217,w207,1
clueweb09-en0002-28-14217,w109,1
clueweb09-en0004-24-15165,w622,0
clueweb09-en0004-24-15165,w488,0
clueweb09-en0003-54-02873,w712,0
clueweb09-en0003-54-02873,w677,1
clueweb09-en0007-33-12180,w108,1
clueweb09-en0007-33-12180,w363,1
clueweb09-enwp03-30-05923,w488,1
clueweb09-enwp03-30-05923,w121,0
clueweb09-en0004-15-29192,w682,1
clueweb09-en0004-15-29192,w685,1
clueweb09-en0006-11-23687,w305,0
clueweb09-en0006-11-23687,w101,1
clueweb09-en0011-68-37860,w108,1
clueweb09-en0011-68-37860,w185,0
clueweb09-en0002-49-15118,w101,1
clueweb09-en0002-49-15118,w224,1
clueweb09-enwp03-31-14510,w118,1
clueweb09-enwp03-31-14510,w589,1
clueweb09-en0004-29-19653,w3,1
clueweb09-en0004-29-19653,w42,1
clueweb09-en0008-42-05418,w672,1
clueweb09-en0008-42-05418,w682,0
clueweb09-en0006-61-23132,w102,0
clueweb09-en0006-61-23132,w177,0
clueweb09-en0006-43-16382,w685,1
clueweb09-en0006-43-16382,w680,1
clueweb09-en0009-33-11023,w118,0
clueweb09-en0009-33-11023,w690,0
clueweb09-en0006-14-02970,w108,1
clueweb09-en0006-14-02970,w76,1
clueweb09-enwp02-06-00671,w16,1
clueweb09-enwp02-06-00671,w3,0
clueweb09-en0009-21-36776,w3,1
clueweb09-en0009-21-36776,w31,1
clueweb09-enwp00-97-10382,w118,0
clueweb09-enwp00-97-10382,w685,1
clueweb09-enwp01-03-22028,w153,1
clueweb09-enwp01-03-22028,w133,0
clueweb09-enwp03-34-15175,w639,1
clueweb09-enwp03-34-15175,w488,0
clueweb09-en0006-84-32964,w115,1
clueweb09-en0006-84-32964,w109,1
clueweb09-en0008-30-19359,w588,1
clueweb09-en0008-30-19359,w118,1
clueweb09-en0001-70-07290,w579,0
clueweb09-en0001-70-07290,w205,0
clueweb09-en0010-56-17141,w205,0
clueweb09-en0010-56-17141,w542,0
clueweb09-en0001-56-13075,w682,0
clueweb09-en0001-56-13075,w672,1
clueweb09-enwp00-86-15384,w690,1
clueweb09-enwp00-86-15384,w675,0
clueweb09-en0004-60-14479,w108,1
clueweb09-en0004-60-14479,w312,0
clueweb09-en0006-36-17885,w695,0
clueweb09-en0006-36-17885,w683,0
clueweb09-en0003-99-08679,w153,1
clueweb09-en0003-99-08679,w589,1
clueweb09-en0011-58-20454,w121,0
clueweb09-en0011-58-20454,w152,0
clueweb09-en0001-13-08488,w209,1
clueweb09-en0001-13-08488,w103,1
clueweb09-en0004-65-06183,w124,1
clueweb09-en0004-65-06183,w192,0
clueweb09-en0001-80-23222,w103,0
clueweb09-en0001-80-23222,w102,0
clueweb09-en0000-61-33300,w294,0
clueweb09-en0000-61-33300,w325,0
clueweb09-en0005-17-39149,w680,1
clueweb09-en0005-17-39149,w495,1
clueweb09-en0001-21-04565,w103,1
clueweb09-en0001-21-04565,w105,1
clueweb09-enwp00-46-20791,w267,0
clueweb09-enwp00-46-20791,w294,0
clueweb09-enwp03-17-16985,w151,1
clueweb09-enwp03-17-16985,w197,1
clueweb09-en0000-94-10396,w660,1
clueweb09-en0005-27-06782,w108,1
clueweb09-en0005-27-06782,w324,1
clueweb09-en0006-21-38738,w109,0
clueweb09-en0006-21-38738,w253,1
clueweb09-en0011-29-10611,w153,1
clueweb09-en0011-29-10611,w678,1
clueweb09-en0008-37-39645,w108,1
clueweb09-en0008-37-39645,w275,0
clueweb09-enwp01-35-12260,w3,1
clueweb09-enwp01-35-12260,w1,1
clueweb09-en0006-24-01212,w519,0
clueweb09-en0006-24-01212,w153,1
clueweb09-en0006-85-24113,w115,1
clueweb09-en0006-85-24113,w106,1
clueweb09-en0008-09-30471,w153,1
clueweb09-en0008-09-30471,w693,0
clueweb09-en0011-44-19733,w108,1
clueweb09-en0011-44-19733,w238,1
clueweb09-en0009-81-37741,w272,0
clueweb09-en0009-81-37741,w108,1
clueweb09-en0009-89-11534,w10,1
clueweb09-en0009-89-11534,w3,1
clueweb09-enwp01-48-19218,w596,0
clueweb09-enwp01-48-19218,w483,0
clueweb09-en0007-21-07093,w589,1
clueweb09-en0007-21-07093,w693,1
clueweb09-en0011-93-28563,w205,0
clueweb09-en0011-93-28563,w682,0
clueweb09-en0009-89-11532,w10,1
clueweb09-en0009-89-11532,w39,1
clueweb09-en0008-58-08725,w238,1
clueweb09-en0008-58-08725,w101,1
clueweb09-en0006-52-31732,w105,1
clueweb09-en0006-52-31732,w127,1
clueweb09-en0005-02-39304,w102,0
clueweb09-en0005-02-39304,w101,1
clueweb09-en0001-28-20806,w101,1
clueweb09-en0001-28-20806,w275,1
clueweb09-en0011-46-12368,w322,1
clueweb09-en0011-46-12368,w108,1
clueweb09-en0011-59-23464,w32,0
clueweb09-en0011-59-23464,w32,0
clueweb09-enwp01-18-03851,w682,1
clueweb09-enwp01-18-03851,w118,0
clueweb09-en0010-28-29103,w674,1
clueweb09-en0010-28-29103,w682,1
clueweb09-en0006-98-40501,w140,1
clueweb09-en0006-98-40501,w402,1
clueweb09-en0003-86-25408,w589,1
clueweb09-en0003-86-25408,w764,0
clueweb09-enwp01-47-22076,w649,0
clueweb09-enwp01-47-22076,w545,1
clueweb09-enwp01-55-13568,w589,1
clueweb09-enwp01-55-13568,w685,1
clueweb09-en0002-66-03231,w108,1
clueweb09-en0002-66-03231,w339,1
clueweb09-enwp03-09-17035,w493,1
clueweb09-en0007-21-02545,w196,0
clueweb09-en0007-21-02545,w32,1
clueweb09-en0011-46-12383,w326,0
clueweb09-en0011-46-12383,w197,1
clueweb09-enwp01-73-16243,w518,0
clueweb09-enwp01-73-16243,w475,1
clueweb09-en0010-55-24336,w358,0
clueweb09-en0010-55-24336,w294,0
clueweb09-en0005-38-31272,w497,0
clueweb09-en0005-38-31272,w101,1
clueweb09-enwp01-37-01071,w589,0
clueweb09-enwp01-37-01071,w48,0
clueweb09-en0000-32-30026,w493,1
clueweb09-en0000-32-30026,w493,1
clueweb09-enwp01-60-13332,w3,0
clueweb09-enwp01-60-13332,w31,0
clueweb09-en0000-02-35836,w205,1
clueweb09-en0011-81-40431,w108,1
clueweb09-en0011-81-40431,w435,1
clueweb09-en0003-82-12737,w518,1
clueweb09-en0003-82-12737,w364,1
clueweb09-en0003-82-12736,w544,1
clueweb09-en0003-82-12736,w425,1
clueweb09-en0000-82-02227,w197,1
clueweb09-en0000-82-02227,w208,1
clueweb09-en0011-38-23849,w675,0
clueweb09-en0011-38-23849,w679,0
clueweb09-en0007-05-20239,w102,0
clueweb09-en0007-05-20239,w108,1
clueweb09-en0009-76-25995,w674,1
clueweb09-en0009-76-25995,w589,0
clueweb09-en0009-81-29113,w675,0
clueweb09-en0009-81-29113,w118,0
clueweb09-en0003-96-27827,w672,1
clueweb09-en0003-96-27827,w683,0
clueweb09-en0004-36-00173,w171,1
clueweb09-en0004-36-00173,w151,1
clueweb09-en0006-98-36697,w675,0
clueweb09-en0006-98-36697,w118,0
clueweb09-enwp00-87-07231,w126,1
clueweb09-enwp00-87-07231,w113,1
clueweb09-en0009-93-21790,w28,0
clueweb09-en0009-93-21790,w236,0
clueweb09-enwp02-22-15373,w394,1
clueweb09-enwp02-22-15373,w556,1
clueweb09-en0007-55-42096,w480,1
clueweb09-en0007-55-42096,w294,0
clueweb09-en0011-62-14817,w683,0
clueweb09-en0011-62-14817,w205,0
clueweb09-en0008-73-35048,w329,0
clueweb09-en0008-73-35048,w108,1
clueweb09-en0006-88-00380,w302,1
clueweb09-en0006-88-00380,w417,1
clueweb09-enwp01-57-15610,w153,1
clueweb09-enwp01-57-15610,w685,1
clueweb09-en0006-26-08318,w405,1
clueweb09-en0006-26-08318,w404,1
clueweb09-en0011-31-31901,w108,1
clueweb09-en0011-31-31901,w32,1
clueweb09-en0006-66-17640,w238,0
clueweb09-en0006-66-17640,w545,0
clueweb09-en0007-03-35351,w272,0
clueweb09-en0007-03-35351,w208,0
clueweb09-en0007-18-00894,w185,0
clueweb09-en0007-18-00894,w153,0
clueweb09-en0005-12-02137,w235,1
clueweb09-en0005-12-02137,w407,1
clueweb09-enwp01-37-01106,w108,1
clueweb09-enwp01-37-01106,w272,0
clueweb09-en0011-46-13382,w108,1
clueweb09-en0011-46-13382,w103,0
clueweb09-en0006-08-10601,w589,0
clueweb09-en0006-08-10601,w707,0
clueweb09-en0000-82-07149,w236,0
clueweb09-en0000-82-07149,w142,0
clueweb09-en0009-42-19679,w500,0
clueweb09-en0009-42-19679,w294,0
clueweb09-en0009-80-05549,w103,0
clueweb09-en0009-80-05549,w405,0
clueweb09-en0007-00-24496,w504,0
clueweb09-en0007-00-24496,w636,0
clueweb09-en0002-82-05128,w208,0
clueweb09-en0002-82-05128,w103,0
clueweb09-en0003-50-20499,w255,0
clueweb09-en0003-50-20499,w101,1
clueweb09-enwp01-99-18763,w101,1
clueweb09-enwp01-99-18763,w108,1
clueweb09-en0006-89-31412,w343,1
clueweb09-en0006-89-31412,w293,1
clueweb09-en0007-62-38051,w552,1
clueweb09-en0007-62-38051,w302,1
clueweb09-en0007-62-38052,w492,1
clueweb09-en0007-62-38052,w160,1
clueweb09-en0007-62-38053,w577,1
clueweb09-en0007-62-38053,w1,1
clueweb09-enwp00-04-01976,w516,1
clueweb09-enwp00-04-01976,w108,1
clueweb09-enwp00-16-18468,w50,1
clueweb09-enwp00-16-18468,w6,1
clueweb09-en0006-29-24955,w102,0
clueweb09-en0006-29-24955,w1,1
clueweb09-en0000-47-16212,w108,1
clueweb09-en0000-47-16212,w32,0
clueweb09-en0000-47-16213,w108,1
clueweb09-en0000-47-16213,w211,0
clueweb09-en0006-04-37660,w493,1
clueweb09-en0006-04-37660,w475,1
clueweb09-enwp00-48-10253,w493,1
clueweb09-enwp00-48-10253,w205,1
clueweb09-en0009-14-23511,w32,1
clueweb09-en0009-14-23511,w108,1
clueweb09-enwp01-25-01447,w12,1
clueweb09-enwp01-25-01447,w11,1
clueweb09-en0005-32-23887,w280,1
clueweb09-en0005-32-23887,w197,1
clueweb09-en0006-37-10617,w682,0
clueweb09-en0006-37-10617,w118,0
clueweb09-en0011-73-20954,w308,1
clueweb09-en0011-73-20954,w675,0
clueweb09-enwp01-40-07710,w152,1
clueweb09-enwp01-40-07710,w319,1
clueweb09-enwp00-76-23439,w592,0
clueweb09-enwp00-76-23439,w394,1
clueweb09-en0003-82-29546,w128,1
clueweb09-en0003-82-29546,w151,1
clueweb09-en0010-64-30458,w403,0
clueweb09-en0010-64-30458,w112,1
clueweb09-en0007-20-33332,w226,1
clueweb09-en0007-20-33332,w108,1
clueweb09-en0003-24-31392,w696,1
clueweb09-en0003-24-31392,w695,0
clueweb09-en0009-63-27843,w28,0
clueweb09-en0009-63-27843,w675,0
clueweb09-en0001-94-08915,w208,1
clueweb09-en0001-94-08915,w278,1
clueweb09-en0009-64-06794,w596,1
clueweb09-en0009-64-06794,w394,1
clueweb09-en0003-87-23070,w209,1
clueweb09-en0003-87-23070,w461,1
clueweb09-en0011-62-14923,w672,1
clueweb09-en0011-62-14923,w715,0
clueweb09-en0001-70-17784,w695,0
clueweb09-en0001-70-17784,w495,1
clueweb09-en0003-48-03560,w293,1
clueweb09-en0003-48-03560,w427,1
clueweb09-enwp01-68-00331,w108,1
clueweb09-enwp01-68-00331,w101,1
clueweb09-en0000-31-26609,w679,0
clueweb09-en0000-31-26609,w675,0
clueweb09-en0008-17-02899,w715,1
clueweb09-en0008-17-02899,w715,1
clueweb09-en0003-89-24988,w267,0
clueweb09-en0003-89-24988,w278,0
clueweb09-en0003-75-20261,w108,1
clueweb09-en0003-75-20261,w174,0
clueweb09-en0002-90-00435,w101,1
clueweb09-en0002-90-00435,w101,1
clueweb09-en0003-35-18368,w380,0
clueweb09-en0003-35-18368,w565,0
clueweb09-en0003-07-13544,w108,1
clueweb09-en0003-07-13544,w293,1
clueweb09-en0004-51-27956,w715,0
clueweb09-en0004-51-27956,w711,1
clueweb09-en0002-31-15601,w278,0
clueweb09-en0002-31-15601,w403,1
clueweb09-en0008-38-13206,w394,1
clueweb09-en0008-38-13206,w101,1
clueweb09-en0004-65-06285,w275,1
clueweb09-en0004-65-06285,w343,0
clueweb09-en0011-55-06355,w682,1
clueweb09-en0011-55-06355,w158,0
clueweb09-enwp00-52-24084,w25,1
clueweb09-enwp00-52-24084,w3,1
clueweb09-en0008-56-15268,w101,1
clueweb09-en0008-56-15268,w108,1
clueweb09-enwp03-37-07071,w496,1
clueweb09-enwp03-37-07071,w621,0
clueweb09-enwp01-72-16940,w101,1
clueweb09-enwp01-72-16940,w102,0
clueweb09-en0004-05-30920,w343,0
clueweb09-en0004-05-30920,w102,0
clueweb09-en0009-64-43491,w682,1
clueweb09-en0009-64-43491,w678,1
clueweb09-en0004-49-23886,w313,1
clueweb09-en0004-49-23886,w278,1
clueweb09-en0003-71-19589,w394,1
clueweb09-en0003-71-19589,w519,0
clueweb09-en0003-72-10810,w519,0
clueweb09-en0003-72-10810,w518,0
clueweb09-en0008-33-15386,w101,1
clueweb09-en0008-33-15386,w102,0
clueweb09-en0004-46-08323,w108,1
clueweb09-en0004-46-08323,w103,0
clueweb09-en0008-38-13335,w625,1
clueweb09-en0008-38-13335,w32,1
clueweb09-en0000-10-16444,w103,0
clueweb09-en0000-10-16444,w152,0
clueweb09-en0007-64-30991,w116,1
clueweb09-en0007-64-30991,w153,1
clueweb09-en0003-01-20016,w118,0
clueweb09-en0003-01-20016,w675,0
clueweb09-en0004-04-24080,w28,0
clueweb09-en0004-04-24080,w166,0
clueweb09-en0008-81-07302,w423,0
clueweb09-en0008-81-07302,w197,0
clueweb09-en0010-51-26638,w680,1
clueweb09-en0010-51-26638,w675,0
clueweb09-enwp03-04-23866,w149,1
clueweb09-enwp03-04-23866,w101,1
clueweb09-en0008-52-17283,w179,1
clueweb09-en0008-52-17283,w118,1
clueweb09-enwp02-03-17337,w326,0
clueweb09-enwp02-03-17337,w101,1
clueweb09-en0010-16-14062,w679,1
clueweb09-en0010-16-14062,w675,0
clueweb09-en0010-28-38669,w118,1
clueweb09-en0010-28-38669,w679,1
clueweb09-en0010-16-14061,w495,1
clueweb09-en0010-16-14061,w682,1
clueweb09-enwp03-13-22379,w208,1
clueweb09-enwp03-13-22379,w339,1
clueweb09-en0001-90-18596,w185,1
clueweb09-en0001-90-18596,w305,1
clueweb09-en0007-39-22682,w12,1
clueweb09-en0007-39-22682,w3,1
clueweb09-en0003-82-29162,w395,0
clueweb09-en0003-82-29162,w152,0
clueweb09-en0002-37-23375,w110,1
clueweb09-en0002-37-23375,w115,1
clueweb09-en0011-25-24992,w179,1
clueweb09-en0011-25-24992,w475,1
clueweb09-en0003-12-15181,w685,1
clueweb09-en0003-12-15181,w714,0
clueweb09-en0002-92-10635,w589,1
clueweb09-en0002-92-10635,w337,1
clueweb09-en0005-26-14510,w278,1
clueweb09-en0005-26-14510,w538,0
clueweb09-en0010-17-02839,w102,0
clueweb09-en0010-17-02839,w137,1
clueweb09-en0004-52-26003,w103,0
clueweb09-en0004-52-26003,w108,1
clueweb09-enwp03-31-01880,w101,1
clueweb09-enwp03-31-01880,w152,1
clueweb09-enwp00-62-02490,w101,1
clueweb09-enwp00-62-02490,w101,1
clueweb09-en0007-54-05558,w284,1
clueweb09-en0007-54-05558,w197,1
clueweb09-en0008-38-13029,w519,1
clueweb09-en0008-38-13029,w305,1
clueweb09-en0006-96-08692,w103,1
clueweb09-en0006-96-08692,w350,0
clueweb09-en0002-36-25018,w518,1
clueweb09-en0002-36-25018,w238,1
clueweb09-en0008-19-21942,w108,1
clueweb09-en0008-19-21942,w101,1
clueweb09-en0008-61-36696,w102,0
clueweb09-en0008-61-36696,w108,1
clueweb09-en0003-52-21513,w136,1
clueweb09-en0003-52-21513,w102,0
clueweb09-en0006-84-10026,w102,0
clueweb09-en0006-84-10026,w100,0
clueweb09-en0009-14-24598,w102,0
clueweb09-en0009-14-24598,w118,1
clueweb09-en0010-57-36731,w684,0
clueweb09-en0010-57-36731,w682,0
clueweb09-enwp00-41-12776,w481,0
clueweb09-enwp00-41-12776,w280,1
clueweb09-enwp01-18-03775,w394,1
clueweb09-enwp01-18-03775,w18,0
clueweb09-en0009-47-16813,w113,1
clueweb09-en0009-47-16813,w102,0
clueweb09-en0005-11-37114,w3,1
clueweb09-en0005-11-37114,w12,1
clueweb09-en0005-88-21681,w3,1
clueweb09-en0005-88-21681,w6,1
clueweb09-en0003-51-19631,w682,1
clueweb09-en0003-51-19631,w693,0
clueweb09-en0005-88-21682,w3,0
clueweb09-en0005-88-21682,w10,1
clueweb09-en0009-88-28922,w305,1
clueweb09-en0000-22-05262,w153,1
clueweb09-en0000-22-05262,w675,0
clueweb09-en0011-23-21132,w238,0
clueweb09-en0011-23-21132,w394,1
clueweb09-en0000-85-20452,w101,1
clueweb09-en0000-85-20452,w364,1
clueweb09-en0010-49-32980,w305,1
clueweb09-en0010-49-32980,w493,1
clueweb09-en0007-68-03441,w567,0
clueweb09-en0007-68-03441,w519,0
clueweb09-en0005-09-16320,w108,1
clueweb09-en0005-09-16320,w403,0
clueweb09-enwp00-98-18796,w103,1
clueweb09-enwp00-98-18796,w281,1
clueweb09-en0009-68-10705,w1,1
clueweb09-en0009-68-10705,w6,1
clueweb09-en0008-56-39562,w102,0
clueweb09-en0008-56-39562,w101,1
clueweb09-en0011-21-29244,w140,1
clueweb09-en0011-21-29244,w152,1
clueweb09-enwp00-13-00051,w101,1
clueweb09-enwp00-13-00051,w358,1
clueweb09-en0000-05-30900,w515,1
clueweb09-en0000-05-30900,w527,1
clueweb09-en0010-26-22491,w380,0
clueweb09-en0010-26-22491,w495,1
clueweb09-enwp03-25-06764,w679,0
clueweb09-enwp03-25-06764,w678,0
clueweb09-en0004-24-15155,w626,1
clueweb09-en0004-24-15155,w305,1
clueweb09-en0011-67-31309,w675,0
clueweb09-en0011-67-31309,w689,0
clueweb09-en0000-71-14573,w677,0
clueweb09-en0000-71-14573,w690,0
clueweb09-en0003-91-03734,w108,1
clueweb09-en0003-91-03734,w390,0
clueweb09-en0002-25-31420,w124,0
clueweb09-en0002-25-31420,w108,1
clueweb09-en0005-91-22652,w725,1
clueweb09-en0005-91-22652,w153,0
clueweb09-en0007-88-10040,w153,0
clueweb09-en0007-88-10040,w690,0
clueweb09-en0011-78-00514,w14,0
clueweb09-en0011-78-00514,w3,1
clueweb09-en0007-68-12922,w149,1
clueweb09-en0007-68-12922,w102,0
clueweb09-en0003-66-07457,w102,0
clueweb09-en0003-66-07457,w152,0
clueweb09-en0009-78-24292,w118,1
clueweb09-en0009-78-24292,w152,1
clueweb09-enwp01-74-10341,w675,0
clueweb09-enwp01-74-10341,w695,0
clueweb09-en0000-73-18930,w394,1
clueweb09-en0000-73-18930,w444,1
clueweb09-en0004-29-19641,w6,1
clueweb09-en0004-29-19641,w32,1
clueweb09-en0010-92-22779,w108,1
clueweb09-en0010-92-22779,w101,1
